date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:48:33	19484/19484	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4c1c%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/general-settings/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/general-settings/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:33	355661/355661	---M--	200	added ('OK')	image/png	etag:%22697865d8-56d4d%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/school-registration-1fdfd7342affe0085d492c2a281dfd5e.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/school-registration-1fdfd7342affe0085d492c2a281dfd5e.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/authentication/)
10:48:34	19883/19883	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4dab%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/subscription-settings/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/subscription-settings/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:34	67175/67175	---M--	200	added ('OK')	image/png	etag:%22697865d8-10667%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/school-login-48548be10e90801199a66493cbd2e316.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/school-login-48548be10e90801199a66493cbd2e316.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/authentication/)
10:48:34	19547/19547	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4c5b%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/front-site-settings/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/front-site-settings/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:34	19846/19846	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4d86%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/notification-settings/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/notification-settings/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:34	19816/19816	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4d68%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/language-settings/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/language-settings/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:35	19679/19679	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4cdf%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/email-config/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/email-config/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:35	19504/19504	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4c30%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/email-template/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/email-template/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:35	19668/19668	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4cd4%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/payment-settings/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/payment-settings/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:36	19458/19458	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4c02%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/third-party-api/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/third-party-api/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:36	741372/741372	---M--	200	added ('OK')	image/png	etag:%22697865d8-b4ffc%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/free-trial-612362abe7c34cd02cb068c8fd9fe0bb.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/free-trial-612362abe7c34cd02cb068c8fd9fe0bb.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/subscription/)
10:48:36	19444/19444	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-4bf4%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/guidance/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/guidance/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:36	22686/22686	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-589e%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/policy-pages/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/system-settings/policy-pages/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/superadmin/category/system-settings/)
10:48:37	27032/27032	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6998%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/medium/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/medium/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:37	27013/27013	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6985%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/section/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/section/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:37	27226/27226	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6a5a%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/subject/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/subject/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:38	27333/27333	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6ac5%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/semester/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/semester/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:38	26998/26998	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6976%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/stream/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/stream/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:38	26994/26994	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6972%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/shift/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/shift/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:39	437531/437531	---M--	200	added ('OK')	image/png	etag:%22697865d8-6ad1b%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/dashboard-9437a3a667fbc9a4e22a691e757d27e7.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/dashboard-9437a3a667fbc9a4e22a691e757d27e7.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/dashboard/)
10:48:39	28057/28057	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6d99%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/class/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/class/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:39	28217/28217	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6e39%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/class-subject/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/class-subject/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:39	27352/27352	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6ad8%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/class-section-teachers/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/class-section-teachers/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:40	28614/28614	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6fc6%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/transfer-promote-students/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/transfer-promote-students/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:40	27180/27180	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6a2c%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/assign-roll-number/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/academics/assign-roll-number/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/academics/)
10:48:40	26550/26550	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-67b6%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/admission-form-fields/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/admission-form-fields/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:40	27203/27203	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6a43%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/students-admission/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/students-admission/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:41	26661/26661	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6825%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/admission-inquiries/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/admission-inquiries/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:41	26816/26816	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-68c0%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/student-details/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/student-details/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:41	26551/26551	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-67b7%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/students-reset-password/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/students-reset-password/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:41	26512/26512	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6790%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/add-bulk-data/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/add-bulk-data/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:41	24852/24852	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6114%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/teachers/bulk-upload-teachers/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/teachers/bulk-upload-teachers/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/teachers/)
10:48:41	26570/26570	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-67ca%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/upload-profile-images/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/upload-profile-images/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:41	26364/26364	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-66fc%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/guardian/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/students/guardian/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/students/)
10:48:41	25663/25663	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-643f%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/teachers/manage-teachers/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/teachers/manage-teachers/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/teachers/)
10:48:42	161260/161260	---M--	200	added ('OK')	image/png	etag:%22697865d8-275ec%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/create-holiday-52ec100ab02e40d876c3e4a9e91be315.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/create-holiday-52ec100ab02e40d876c3e4a9e91be315.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/holiday-list/)
10:48:42	24973/24973	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-618d%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/timetable/create-timetable/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/timetable/create-timetable/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/timetable/)
10:48:42	25030/25030	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-61c6%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/timetable/teacher-timetable/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/timetable/teacher-timetable/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/timetable/)
10:48:42	279396/279396	---M--	200	added ('OK')	image/png	etag:%22697865d8-44364%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/list-holidays-dbef619a517ca2f82ebcc24ef42d978c.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/list-holidays-dbef619a517ca2f82ebcc24ef42d978c.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/holiday-list/)
10:48:43	666661/666661	---M--	200	added ('OK')	image/png	etag:%22697865d8-a2c25%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/student-assignment-submission-34fbd401e34e33eb6e64908409a4f8bd.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/student-assignment-submission-34fbd401e34e33eb6e64908409a4f8bd.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/student-assignment/)
10:48:43	397105/397105	---M--	200	added ('OK')	image/png	etag:%22697865d8-60f31%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/sliders-d9f63b6b36046f51bce329d9a9f97cbb.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/sliders-d9f63b6b36046f51bce329d9a9f97cbb.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/sliders/)
10:48:43	391635/391635	---M--	200	added ('OK')	image/png	etag:%22697865d8-5f9d3%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/notification-80bd87086de87f5b0f9dedb2ea481f94.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/notification-80bd87086de87f5b0f9dedb2ea481f94.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/notification/)
10:48:44	24893/24893	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-613d%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/attendance/student-attendance/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/attendance/student-attendance/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/attendance/)
10:48:44	24988/24988	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-619c%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/attendance/month-wise-attendance/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/attendance/month-wise-attendance/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/attendance/)
10:48:44	25623/25623	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6417%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/offline-exam/manage-offline-exam/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/offline-exam/manage-offline-exam/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/offline-exam/)
10:48:45	25114/25114	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-621a%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/offline-exam/offline-exam-result/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/offline-exam/offline-exam-result/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/offline-exam/)
10:48:45	25100/25100	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-620c%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/offline-exam/exam-grade/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/offline-exam/exam-grade/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/offline-exam/)
10:48:45	25015/25015	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-61b7%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/online-exam/manage-online-exam/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/online-exam/manage-online-exam/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/online-exam/)
10:48:45	353270/353270	---M--	200	added ('OK')	image/png	etag:%22697865d8-563f6%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/announcement-84a397fdededeb58d8d350452dcf6827.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/announcement-84a397fdededeb58d8d350452dcf6827.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/announcement/)
10:48:45	24971/24971	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-618b%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/online-exam/manage-questions/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/online-exam/manage-questions/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/online-exam/)
10:48:46	25288/25288	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-62c8%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/fees-type/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/fees-type/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/fees/)
10:48:46	25774/25774	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-64ae%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/manage-fees/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/manage-fees/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/fees/)
10:48:46	26029/26029	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-65ad%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/fee-paid/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/fee-paid/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/fees/)
10:48:46	129785/129785	---M--	200	added ('OK')	image/png	etag:%22697865d8-1faf9%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/create-session-year-c1251e787ba09a5b12ecb932bb46232c.png	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/assets/images/create-session-year-c1251e787ba09a5b12ecb932bb46232c.png	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/manage-session-years/)
10:48:47	25227/25227	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-628b%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/fee-transaction-logs/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/fees/fee-transaction-logs/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/fees/)
10:48:47	24868/24868	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-6124%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/expense/manage-expense-category/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/expense/manage-expense-category/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/expense/)
10:48:47	25010/25010	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-61b2%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/expense/manage-expense/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/expense/manage-expense/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/expense/)
10:48:48	47702/47702	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-ba56%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/student-diary/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/student-diary/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/-student-diary-new/)
10:48:48	91649/91649	---M-Z	200	added ('OK')	text/html	etag:W/%22697865d8-16601%22	https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/transportation/transportation-module/	D:/06-02-2026/eSchool-Saas-V1.8.2/medhasaedu/Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/transportation/transportation-module/index.html	(from https://Medhasa Edu-in.github.io/eSchool-SaaS-Doc/schooladmin/category/-transportation-new/)
